"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","NES_sign"
"GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",46,0.568170364165149,1.25544267817338,0.0364963503649635,0.24339444896599,0.211952373451717,1521,"tags=33%, list=16%, signal=28%","VSIG4/LGALS3/GRN/CD59/TMBIM6/HMOX1/NDFIP1/SERPING1/LGALS9/SPI1/BST2/CD47/CUEDC2/PTPN6/ARRB2","Positive"
"GOBP_PML_BODY_ORGANIZATION","GOBP_PML_BODY_ORGANIZATION","GOBP_PML_BODY_ORGANIZATION",5,0.822822488449426,1.42854537582765,0.0365797369028387,0.243736562731546,0.212250292426074,1176,"tags=60%, list=12%, signal=53%","SUMO1/SERBP1/HIPK2","Positive"
"GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY",8,0.75446819241543,1.41464664310694,0.0366805689231098,0.243980386637428,0.212462618778525,609,"tags=25%, list=6%, signal=23%","CALM3/CALM1","Positive"
"GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT","GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT","GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT",23,0.628060137073483,1.33133672709747,0.036662325954122,0.243980386637428,0.212462618778525,2029,"tags=57%, list=21%, signal=45%","VPS28/TMEM50A/LEPROT/CHMP2A/CHMP1B/CHMP4A/SNF8/CHMP2B/CHMP5/CHMP3/CHMP4B/LEPROTL1/BECN1","Positive"
"GOBP_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE","GOBP_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE","GOBP_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE",13,0.692347665084812,1.38746695681749,0.0367459426355007,0.244201382554036,0.212655066097054,1418,"tags=38%, list=15%, signal=33%","BCAP31/FIS1/CCL20/PTPRJ/DEFB1","Positive"
"GOBP_REGENERATION","GOBP_REGENERATION","GOBP_REGENERATION",91,0.524796268537095,1.19754957127233,0.0368963103689631,0.244986340526787,0.213338621971443,2705,"tags=42%, list=28%, signal=30%","GPX1/TSPO/HOPX/CD81/GRN/CD9/CEBPB/FLNA/HMOX1/PPP3CA/PPARD/SPP1/MDK/MTPN/ADM/MAP2K1/SRSF5/RUNX1/PCNA/JUN/PTEN/NINJ1/THY1/CCND1/PTPN12/TYMS/DHFR/JAK2/ATIC/NREP/MAP1B/CDK1/BCL2/CERS2/CDKN1A/UPF2/CCNA2/AURKA","Positive"
"GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION","GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION","GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION",292,0.472846097343085,1.11760229876962,0.036996300369963,0.24543571843689,0.213729948540425,2938,"tags=37%, list=31%, signal=27%","RACK1/MCL1/ENO1/APOE/GPX1/STMN1/DAB2/HSPB1/FBP1/HSPA1A/MIF/PLAUR/PPIA/PHB/NOP53/ITGB1/TPT1/PARK7/C1QBP/TMBIM6/GRINA/PEBP1/VDAC2/PTPN1/TAF9/PYCARD/DNAJA1/CD74/NDUFA13/FOXO1/PPP2CA/PHLDA3/CIB1/UBE2B/TREM2/ASH1L/RASA1/EZR/HERPUD1/SELENOS/SPI1/HIF1A/PRKN/PDCD6/LYN/NONO/PTPRJ/TXNDC12/ITCH/PIN1/XBP1/EIF3A/PTPN6/SPRED2/MECOM/ARRB2/ITGB1BP1/ADIPOR1/DDIT3/DUSP3/NOC2L/RFFL/IL1B/DYRK1A/LITAF/PTEN/SEC14L1/TRIAP1/PPP2R1A/CDK5RAP3/HIPK3/MARCHF7/IFI35/RGS2/PDE4D/SIRPA/PPIF/ERBIN/FNIP1/RIPOR2/PARL/PTTG1IP/UBR1/CARD19/GSK3B/DDIT4/BCL2/PDE3B/HOMER3/ARMC10/TLE1/CREB3/UACA/ING2/LMO3/UCHL1/UFD1/SESN1/PRNP/DLG1/GBA/MYADM/STAMBP/NUP62/SFRP1/FHL2/ACKR3/LILRB4/ITPR1","Positive"
"GOBP_STEROID_CATABOLIC_PROCESS","GOBP_STEROID_CATABOLIC_PROCESS","GOBP_STEROID_CATABOLIC_PROCESS",11,0.71164747426596,1.39623105032608,0.0370829459766553,0.245795861813851,0.214043568032793,1982,"tags=64%, list=21%, signal=51%","APOE/HSD17B11/CYP27A1/SPP1/YWHAH/SNX17/HSD17B14","Positive"
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS",110,0.511774011749582,1.17720840149924,0.0371962803719628,0.246332123544402,0.214510554634437,2546,"tags=43%, list=26%, signal=32%","PKM/NPM1/EIF6/EIF3E/VIM/C1QBP/UQCC2/RBM3/EIF4A3/PICALM/PPP1R15A/PTK2B/EIF3D/HNRNPU/SOX4/POLR2G/IFNGR1/EIF4G2/YBX1/COA3/CPEB3/LARP4B/CNBP/DHX36/TRMT10C/CCL5/HNRNPD/DHX29/NIBAN1/EIF3C/CSDE1/KHDRBS1/NCK1/CIRBP/PAIP1/PTAFR/UHMK1/EIF4G1/PRKDC/SYNCRIP/ELAVL1/METTL5/SERP1/EIF5A/ABCG1/YTHDF2/LARP6","Positive"
"GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE","GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE","GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE",13,0.691342964294661,1.38545353318928,0.037358375012759,0.247190084143656,0.215257682541883,1176,"tags=23%, list=12%, signal=20%","CITED2/ATF4/HIPK2","Positive"
"GOBP_RESPONSE_TO_CHEMOKINE","GOBP_RESPONSE_TO_CHEMOKINE","GOBP_RESPONSE_TO_CHEMOKINE",39,0.581181994553901,1.27170324514692,0.0374037403740374,0.247274858034106,0.215331505208603,2212,"tags=41%, list=23%, signal=32%","DOCK8/CXCL3/CCL18/CCL20/CIB1/TREM2/PTK2B/HIF1A/CXCR4/CXCL8/CCL3/CCL5/CCRL2/CXCL2/RIPOR2/CCL2","Positive"
"GOCC_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE","GOCC_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE","GOCC_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE",32,0.597089700532208,1.29177875655918,0.0375,0.247695652173913,0.215697940503432,529,"tags=16%, list=6%, signal=15%","UBB/FKBP1A/UBC/SNX10/ACADVL","Positive"
"GOBP_CELLULAR_RESPONSE_TO_ALCOHOL","GOBP_CELLULAR_RESPONSE_TO_ALCOHOL","GOBP_CELLULAR_RESPONSE_TO_ALCOHOL",38,0.583372418049117,1.27478238661705,0.0376,0.248140399652476,0.216085234807261,682,"tags=21%, list=7%, signal=20%","CES1/CYBB/PRKCE/SPIDR/AKR1C3/FOXO3/AKR1C2/INHBA","Positive"
"GOBP_T_CELL_APOPTOTIC_PROCESS","GOBP_T_CELL_APOPTOTIC_PROCESS","GOBP_T_CELL_APOPTOTIC_PROCESS",27,0.613899965502461,1.31473481386055,0.0378075615123025,0.249293608721744,0.217089470525684,1593,"tags=30%, list=17%, signal=25%","PRELID1/LGALS3/BAX/DOCK8/LGALS9/HIF1A/KDELR1/CCL5","Positive"
"GOBP_TROPHOBLAST_CELL_MIGRATION","GOBP_TROPHOBLAST_CELL_MIGRATION","GOBP_TROPHOBLAST_CELL_MIGRATION",7,0.774180676798884,1.42171573304221,0.0380352097370137,0.250378628194919,0.218034325486665,297,"tags=43%, list=3%, signal=42%","CALR/TIMP1/C1QBP","Positive"
"GOBP_REGULATION_OF_MAST_CELL_ACTIVATION","GOBP_REGULATION_OF_MAST_CELL_ACTIVATION","GOBP_REGULATION_OF_MAST_CELL_ACTIVATION",25,0.618391570038907,1.31816447618022,0.038038038038038,0.250378628194919,0.218034325486665,1492,"tags=40%, list=16%, signal=34%","GAB2/HMOX1/STXBP2/PLSCR1/VAMP8/LGALS9/LYN/PTPN6/FGR/CD300LF","Positive"
"GOBP_DEHYDROASCORBIC_ACID_TRANSPORT","GOBP_DEHYDROASCORBIC_ACID_TRANSPORT","GOBP_DEHYDROASCORBIC_ACID_TRANSPORT",5,-0.671143035602748,-1.53930494754458,0.0381736526946108,0.250619763066779,0.218244310178715,3165,"tags=100%, list=33%, signal=67%","SLC2A6/SLC2A1/SLC2A8/SLC2A10","Negative"
"GOMF_DEHYDROASCORBIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_DEHYDROASCORBIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_DEHYDROASCORBIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",5,-0.671143035602748,-1.53930494754458,0.0381736526946108,0.250619763066779,0.218244310178715,3165,"tags=100%, list=33%, signal=67%","SLC2A6/SLC2A1/SLC2A8/SLC2A10","Negative"
"GOBP_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION","GOBP_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION","GOBP_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION",6,0.795951373026638,1.42592847295171,0.0381185911725368,0.250619763066779,0.218244310178715,1359,"tags=67%, list=14%, signal=57%","PYCARD/CD74/TREM2/SLC11A1","Positive"
"GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND","GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND","GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND",61,0.546614740710735,1.22602355032308,0.0382961703829617,0.250990259041395,0.218566944903984,2297,"tags=38%, list=24%, signal=29%","HSPA5/HSP90B1/SOD1/BSG/APEX1/RAPGEF1/SLC8A1/HDAC2/EZR/PTK2B/NDUFS4/COL1A1/FDX1/RAP1B/APP/IL1B/THBD/ITPR2/ZFP36L1/AQP9/PTAFR/TMEM38B/XRN1","Positive"
"GOBP_MALE_SEX_DIFFERENTIATION","GOBP_MALE_SEX_DIFFERENTIATION","GOBP_MALE_SEX_DIFFERENTIATION",82,0.529581859791966,1.2029458001894,0.0382961703829617,0.250990259041395,0.218566944903984,3037,"tags=45%, list=32%, signal=31%","UBB/EIF2S2/BAX/RAB13/CITED2/AKR1C3/HMGB2/H3-3B/PRDX4/INHBA/FKBP4/TFPT/MEA1/INSR/CSDE1/TMF1/CCND1/SF1/RNF38/NCOA4/CBL/NUDT1/LHFPL2/MMP14/BCL2/PDGFRA/NUPR1/H3-3A/ING2/NASP/ASPM/ERCC1/SFRP1/CSMD1/ATRX/TBX3/HSD17B4","Positive"
"GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING","GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING","GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",32,0.596458020647836,1.29041214337719,0.0384,0.251237209302326,0.21878199374405,998,"tags=34%, list=10%, signal=31%","CALR/DAB2/C1QBP/RAC1/FLNA/P4HB/ARPC2/S100A10/CIB1/ILK/MDK","Positive"
"GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS","GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS","GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS",58,0.548880258597017,1.22767759362804,0.0383961603839616,0.251237209302326,0.21878199374405,3230,"tags=52%, list=34%, signal=35%","CD63/ANXA2/APOE/DAB2/VPS28/AP2M1/HNRNPK/PPP3CA/PPT1/CD14/TREM2/TBC1D5/CD151/INSR/ARRB2/FLOT1/DNM2/SERPINE1/CBL/VEGFA/TSG101/CD36/CLN3/B2M/APPL1/C3/LRP1/TOR1A/ITGA2/MAGI2","Positive"
"GOBP_MITOPHAGY","GOBP_MITOPHAGY","GOBP_MITOPHAGY",25,0.617719486339437,1.31673186147364,0.0384384384384384,0.251272270549379,0.218812525724384,2029,"tags=44%, list=21%, signal=35%","VDAC1/MAP1LC3B/AMBRA1/SLC25A5/PHB2/CDC37/PRKN/SQSTM1/LRBA/VPS13D/BECN1","Positive"
"GOBP_DENDRITIC_CELL_CHEMOTAXIS","GOBP_DENDRITIC_CELL_CHEMOTAXIS","GOBP_DENDRITIC_CELL_CHEMOTAXIS",17,0.662112626913258,1.3681709131719,0.038473159431967,0.251282991440431,0.218821861673965,1593,"tags=41%, list=17%, signal=34%","CALR/HMGB1/C1QBP/LGALS9/SPI1/CXCR4/CCL5","Positive"
"GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION",5,0.820224181512899,1.42403431856894,0.0385414262635587,0.251512606441574,0.219021814650211,1521,"tags=80%, list=16%, signal=67%","ACP5/C1QBP/NFKB1/ARRB2","Positive"
"GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID","GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID","GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID",26,0.614459668027525,1.31276014221767,0.0386231739043426,0.251613746978891,0.219109889694763,1093,"tags=31%, list=11%, signal=27%","NDUFA13/PHB2/TWF2/HDAC2/PTK2B/SNW1/COL1A1/LYN","Positive"
"GOMF_PEPTIDASE_ACTIVATOR_ACTIVITY","GOMF_PEPTIDASE_ACTIVATOR_ACTIVITY","GOMF_PEPTIDASE_ACTIVATOR_ACTIVITY",31,0.599963617204251,1.29600524787211,0.0386,0.251613746978891,0.219109889694763,1772,"tags=39%, list=18%, signal=32%","RACK1/CTSC/ADRM1/PSME2/PYCARD/PSME4/PSME1/PSMD14/APH1A/APP/CASP1/VSIR","Positive"
"GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_DIPHENOLS_AND_RELATED_SUBSTANCES_AS_DONORS","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_DIPHENOLS_AND_RELATED_SUBSTANCES_AS_DONORS","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_DIPHENOLS_AND_RELATED_SUBSTANCES_AS_DONORS",6,0.795296790705384,1.42475580386488,0.0387873383860901,0.25245889751737,0.219845862365117,1355,"tags=83%, list=14%, signal=72%","UQCRH/UQCRFS1/CYC1/UQCRC1/NQO2","Positive"
"GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC","GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC","GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC",8,0.752127390730244,1.41025758167345,0.0388193776066731,0.25245889751737,0.219845862365117,125,"tags=25%, list=1%, signal=25%","CRIP1/HSPA5","Positive"
"GOBP_URETERIC_BUD_ELONGATION","GOBP_URETERIC_BUD_ELONGATION","GOBP_URETERIC_BUD_ELONGATION",5,-0.666458463460337,-1.5285606133365,0.0389221556886228,0.252910773833001,0.220239364591694,3210,"tags=100%, list=33%, signal=67%","KIF26B/BMP4/FGF1/SIX4","Negative"
"GOBP_REGULATION_OF_ELECTRON_TRANSFER_ACTIVITY","GOBP_REGULATION_OF_ELECTRON_TRANSFER_ACTIVITY","GOBP_REGULATION_OF_ELECTRON_TRANSFER_ACTIVITY",7,0.772258801750225,1.41818637603873,0.039013257987394,0.253069775979714,0.220377826592462,1116,"tags=43%, list=12%, signal=38%","NDUFA4/PHB2/COX17","Positive"
"GOBP_B_CELL_MEDIATED_IMMUNITY","GOBP_B_CELL_MEDIATED_IMMUNITY","GOBP_B_CELL_MEDIATED_IMMUNITY",99,0.517202535786262,1.18422580615541,0.038996100389961,0.253069775979714,0.220377826592462,869,"tags=18%, list=9%, signal=17%","HLA-DMA/C1QB/C1QC/C1QA/FCER1G/HLA-DRB5/CD81/HSPD1/HLA-DMB/C1QBP/HLA-DQB1/C9/FCGR3A/CD74/NDFIP1/SHLD2/TREM2/SERPING1","Positive"
"GOBP_RESPONSE_TO_CALCIUM_ION","GOBP_RESPONSE_TO_CALCIUM_ION","GOBP_RESPONSE_TO_CALCIUM_ION",70,0.537455308701024,1.21291860506022,0.0392960703929607,0.254686818007619,0.221785976602627,2726,"tags=41%, list=28%, signal=30%","CALM2/ALOX5AP/HSPA5/AKR1C3/PPP3CA/STIM1/CALM3/CALM1/ACTG1/PTK2B/PDCD6/BRAF/SLC25A13/MCOLN1/MEF2A/JUN/HNRNPD/ANXA11/CCND1/PPIF/LGMN/S100A16/ALG2/CPNE8/IQGAP1/CPNE3/GDI1/SLC25A24/KCNMA1","Positive"
"GOBP_ICOSANOID_METABOLIC_PROCESS","GOBP_ICOSANOID_METABOLIC_PROCESS","GOBP_ICOSANOID_METABOLIC_PROCESS",47,0.564025332117386,1.24799984708017,0.0393960603939606,0.254899893315609,0.221971526509144,1820,"tags=34%, list=19%, signal=28%","ALOX5AP/MGST3/GPX1/MIF/AKR1B1/GPX4/AKR1C3/AKR1C2/CD74/PTGES3/CBR1/LTA4H/FABP5/IL1B/TNFRSF1A/TBXAS1","Positive"
"GOBP_PIGMENTATION","GOBP_PIGMENTATION","GOBP_PIGMENTATION",50,0.560093878216514,1.24358038909555,0.0393960603939606,0.254899893315609,0.221971526509144,1954,"tags=32%, list=20%, signal=26%","RACK1/CD63/LRMDA/BAX/BLOC1S1/RAB11A/MITF/BLOC1S2/MKKS/RAB32/DCTN2/AP1G1/KIF13A/ZEB2/AP3B1/HPS1","Positive"
"GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS",57,0.549854601883869,1.22896816292364,0.0394960503949605,0.255329360680953,0.222345514608674,2236,"tags=46%, list=23%, signal=35%","SRSF9/SAP18/HNRNPA2B1/C1QBP/HNRNPA0/SRSF7/HNRNPK/HNRNPU/ZFP36/RNPS1/RBMX/YBX1/SLC11A1/LARP4B/RBM42/HNRNPAB/DYRK1A/HNRNPD/CSDE1/FUS/CIRBP/PAIP1/NELFE/PTBP1/SYNCRIP/ELAVL1","Positive"
"GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS","GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS","GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS",9,0.735438043481849,1.40507251311433,0.0395789473684211,0.255540801060081,0.222529640788995,1912,"tags=56%, list=20%, signal=45%","AKAP13/PDE4B/GNAI2/RGS2/PDE4D","Positive"
"GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING","GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING","GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING",135,0.501467735615726,1.16101535335198,0.0395960403959604,0.255540801060081,0.222529640788995,2938,"tags=37%, list=31%, signal=26%","CALM2/CAP1/GSTO1/APOE/TMBIM4/BCAP31/FIS1/HINT1/SLC8A1/PPP3CA/CALM3/CALM1/PPP2CA/CCL20/FPR1/CIB1/UBE2B/TREM2/MCTP1/PTK2B/SELENOK/CXCR4/NFAT5/PTPRJ/CXCL8/CCL3/ADM/DEFB1/SPPL3/MCOLN1/PPP2R1A/CCRL2/PDE4D/ITPR2/TMEM38B/VEGFA/PTBP1/GSK3B/PDE3B/ANK2/DMD/HOMER3/CD36/PRNP/FPR2/SPHK1/GAL/FHL2/ACKR3/ITPR1","Positive"
"GOBP_REGULATION_OF_DNA_LIGATION","GOBP_REGULATION_OF_DNA_LIGATION","GOBP_REGULATION_OF_DNA_LIGATION",5,0.818815272320285,1.42158823725696,0.0399261481652435,0.257452480019685,0.224194366071298,101,"tags=20%, list=1%, signal=20%","HMGB1","Positive"
"GOBP_REGULATION_OF_ASPARTIC_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS","GOBP_REGULATION_OF_ASPARTIC_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS","GOBP_REGULATION_OF_ASPARTIC_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS",5,0.818273888726761,1.42064831274112,0.0401569351488576,0.257846220955809,0.224537242937599,1093,"tags=60%, list=11%, signal=53%","TMED10/PICALM/LYN","Positive"
"GOBP_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS","GOBP_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS","GOBP_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS",14,0.682102841695977,1.37898354395153,0.0401463563370261,0.257846220955809,0.224537242937599,1879,"tags=50%, list=20%, signal=40%","TYMP/DPYD/UPP1/DUT/NT5C/MBD4/DCTPP1","Positive"
"GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS","GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS","GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS",19,0.645461767730652,1.34657377333213,0.0400682868045792,0.257846220955809,0.224537242937599,1380,"tags=32%, list=14%, signal=27%","DAB2/TSPO/AKR1B1/HSD17B11/HSD17B12/ADM","Positive"
"GOCC_GOLGI_ASSOCIATED_VESICLE_MEMBRANE","GOCC_GOLGI_ASSOCIATED_VESICLE_MEMBRANE","GOCC_GOLGI_ASSOCIATED_VESICLE_MEMBRANE",33,0.593341376756353,1.28697228337335,0.0400959904009599,0.257846220955809,0.224537242937599,2099,"tags=48%, list=22%, signal=38%","CLTA/KDELR2/COPE/TMED2/ITM2B/KDELR1/COPZ1/CLTB/SPPL3/RHOQ/CLTC/TMED3/AP1G1/AP1S1/TMED7/TMEM199","Positive"
"GOBP_REGULATION_OF_MEMBRANE_POTENTIAL","GOBP_REGULATION_OF_MEMBRANE_POTENTIAL","GOBP_REGULATION_OF_MEMBRANE_POTENTIAL",170,0.490510460963211,1.14352157102343,0.0400959904009599,0.257846220955809,0.224537242937599,2766,"tags=30%, list=29%, signal=22%","RACK1/UBB/CLIC1/GLRX/TSPO/PRELID1/BAX/SOD1/PARK7/CHCHD10/SUMO1/FLNA/ARL6IP5/PRDX3/SLC8A1/PKP2/PPP3CA/CALM3/EIF4A3/CALM1/TREM2/PTK2B/PRKN/YWHAH/GNAQ/KIF5B/STOML2/MTLN/WDR1/ARRB2/SRI/APP/PTEN/IFI6/YWHAE/HEBP2/DLD/GSK3B/PPP2R3C/BCL2/PARP1/ANK2/DMD/PPA2/TUSC2/CD36/CLN3/DLG1/SPART/KCNMA1/GBA","Positive"
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS","GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS","GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS",35,0.587919985448007,1.27836749201592,0.0402,0.25790472972973,0.224588193456615,2178,"tags=46%, list=23%, signal=35%","HSPA5/HSPA1A/CEBPB/TMBIM6/CITED2/ATF4/HMOX1/HIF1A/TCIM/DNAJB1/DDIT3/JUN/BACH1/NCK1/BCLAF1/VEGFA","Positive"
"GOBP_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT","GOBP_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT","GOBP_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT",7,0.770788906037807,1.41548703992392,0.0403173223212345,0.258011001596951,0.22468073695785,395,"tags=43%, list=4%, signal=41%","ARL6IP1/ITGB1/ARL6IP5","Positive"
"GOBP_RESPONSE_TO_ATP","GOBP_RESPONSE_TO_ATP","GOBP_RESPONSE_TO_ATP",13,0.689071254292635,1.38090101900856,0.0403184648361743,0.258011001596951,0.22468073695785,557,"tags=23%, list=6%, signal=22%","HSP90B1/SOD1/SLC8A1","Positive"
"GOBP_PHOSPHOLIPID_TRANSPORT","GOBP_PHOSPHOLIPID_TRANSPORT","GOBP_PHOSPHOLIPID_TRANSPORT",38,0.581388291828827,1.27044668427633,0.0403,0.258011001596951,0.22468073695785,2539,"tags=39%, list=26%, signal=29%","APOC1/APOE/PRELID1/PLSCR1/CERT1/SCARB2/VAPA/PITPNC1/TRIAP1/DBI/TMEM30A/SCP2/SLC66A2/ABCG1/OSBPL10","Positive"
"GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION","GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION","GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION",99,0.516615939962129,1.18288269225968,0.0403959604039596,0.258289322582893,0.224923104003617,2807,"tags=40%, list=29%, signal=29%","AKAP13/APOE/STMN1/FBP1/ARHGDIA/DENND4A/ITGB1/RAC1/GABARAP/PDCD10/RASA1/ARHGEF3/LRRC59/CDC42SE2/DENND4C/CYTH1/SQSTM1/GPR65/RALBP1/ARFGEF1/PSD3/COL3A1/CDC42SE1/RASGRF1/FLOT1/ERBIN/ARFGEF2/DNM2/IQSEC3/CBL/ARHGDIB/RIPOR2/IQSEC1/ARHGEF28/PRAG1/GBF1/CYTH2/MAP4K4/STAMBP/NUP62","Positive"
"GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION","GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION","GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION",6,0.792575230673459,1.4198801920224,0.0406821221578243,0.259360067114094,0.22585552808195,1572,"tags=50%, list=16%, signal=42%","ITGB1/PRKN/APP","Positive"
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT","GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT","GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT",35,0.587660459908017,1.27780318220866,0.0407,0.259360067114094,0.22585552808195,1644,"tags=20%, list=17%, signal=17%","UBB/HSP90AA1/HSP90AB1/UQCRQ/B4GALT5/AGTPBP1/PTEN","Positive"
